ID,Label,Con_Name
3048,eta UMi,CON Romania UMi
3049,gam UMi,CON Romania UMi
3050,bet UMi,CON Romania UMi
3051,alf Gem,CON Romania Gem
3052,bet Gem,CON Romania Gem
3053,eps Cyg,CON Romania Pma
3054,gam Cyg,CON Romania Pma
3055,del Cyg,CON Romania Pma
3056,alf Cyg,CON Romania Pma
3057,eta Cyg,CON Romania Pma
3058,bet Cyg A,CON Romania Pma
3059,eps Del,CON Romania Pmi
3060,bet Del,CON Romania Pmi
3061,gam02 Del,CON Romania Pmi
3062,del Del,CON Romania Pmi
3063,alf Del,CON Romania Pmi
3064,del Cap,CON Romania Cap
3065,kap Cap,CON Romania Cap
3066,eps Cap,CON Romania Cap
3067,zet Cap,CON Romania Cap
3068,ome Cap,CON Romania Cap
3069,psi Cap,CON Romania Cap
3070,bet01 Cap,CON Romania Cap
3071,alf02 Cap,CON Romania Cap
3072,tet Cap,CON Romania Cap
3073,iot Cap,CON Romania Cap
3074,gam Cap,CON Romania Cap
3075,alf Cnc,CON Romania Rac
3076,del Cnc,CON Romania Rac
3077,gam Cnc,CON Romania Rac
3078,iot Cnc,CON Romania Rac
3079,bet Cnc,CON Romania Rac
3080,alf Leo,CON Romania Cal
3081,tet Leo,CON Romania Cal
3082,bet Leo,CON Romania Cal
3083,del Leo,CON Romania Cal
3084,gam01 Leo,CON Romania Cal
3085,eta Leo,CON Romania Cal
3086,zet Leo,CON Romania Cal
3087,mu. Leo,CON Romania Cal
3088,eps Leo,CON Romania Cal
3089,ksi Dra,CON Romania Dra
3090,gam Dra,CON Romania Dra
3091,bet Dra,CON Romania Dra
3092,nu.02 Dra,CON Romania Dra
3093,del Dra,CON Romania Dra
3094,eps Dra,CON Romania Dra
3095,tau Dra,CON Romania Dra
3096,chi Dra,CON Romania Dra
3097,zet Dra,CON Romania Dra
3098,eta Dra,CON Romania Dra
3099,tet Dra,CON Romania Dra
3100,iot Dra,CON Romania Dra
3101,alf Dra,CON Romania Dra
3102,kap Dra,CON Romania Dra
3103,lam Dra,CON Romania Dra
3104,del Crv,CON Romania Crb
3105,gam Crv,CON Romania Crb
3106,eps Crv,CON Romania Crb
3107,alf Crv,CON Romania Crb
3108,bet Crv,CON Romania Crb
3109,sig Lib,CON Romania Cat
3110,gam Lib,CON Romania Cat
3111,bet Lib,CON Romania Cat
3112,alf02 Lib,CON Romania Cat
3113,alf Vir,CON Romania Vir
3114,gam Vir,CON Romania Vir
3115,eta Vir,CON Romania Vir
3116,bet Vir,CON Romania Vir
3117,nu. Vir,CON Romania Vir
3118,pi. Vir,CON Romania Vir
3119,omi Vir,CON Romania Vir
3120,del Vir,CON Romania Vir
3121,zet Vir,CON Romania Vir
3122,HD 132833,CON Romania Vir
3123,11 Lib,CON Romania Vir
3124,109 Vir,CON Romania Vir
3125,HD 132525,CON Romania Vir
3126,31 Boo,CON Romania Vir
3127,tau Vir,CON Romania Vir
3128,eps Vir,CON Romania Vir
3129,bet Psc,CON Romania Psc
3130,gam Psc,CON Romania Psc
3131,kap Psc,CON Romania Psc
3132,lam Psc,CON Romania Psc
3133,ome Psc,CON Romania Psc
3134,del Psc,CON Romania Psc
3135,eps Psc,CON Romania Psc
3136,zet Psc A,CON Romania Psc
3137,mu. Psc,CON Romania Psc
3138,nu. Psc,CON Romania Psc
3139,ksi Psc,CON Romania Psc
3140,alf Psc,CON Romania Psc
3141,omi Psc,CON Romania Psc
3142,eta Psc,CON Romania Psc
3143,chi Psc,CON Romania Psc
3144,74 Psc A,CON Romania Psc
3145,tau Psc,CON Romania Psc
3146,ups Psc,CON Romania Psc
3147,phi Psc,CON Romania Psc
3148,tet Psc,CON Romania Psc
3149,iot Psc,CON Romania Psc
3150,gam01 Ari,CON Romania Ber
3151,bet Ari,CON Romania Ber
3152,alf Ari,CON Romania Ber
3153,41 Ari,CON Romania Ber
3154,eps Ari,CON Romania Ber
3155,del Ari,CON Romania Ber
3156,zet Ari,CON Romania Ber
3157,alf CMa,CON Romania Cma
3158,bet CMa,CON Romania Cma
3159,zet CMa,CON Romania Cma
3160,eps CMa,CON Romania Cma
3161,sig CMa,CON Romania Cma
3162,eta CMa,CON Romania Cma
3163,alf CMi,CON Romania Ctl
3164,bet CMi,CON Romania Ctl
3165,ups Boo,CON Romania Vca
3166,eta Boo,CON Romania Vca
3167,zet Boo,CON Romania Vca
3168,omi Boo,CON Romania Vca
3169,eps Boo,CON Romania Vca
3170,del Boo,CON Romania Vca
3171,bet Boo,CON Romania Vca
3172,gam Boo,CON Romania Vca
3173,rho Boo,CON Romania Vca
3174,tau Boo,CON Romania Vca
3175,mu.01 Boo,CON Romania Vca
3176,nu.02 Boo,CON Romania Vca
3177,lam Boo,CON Romania Vca
3178,kap02 Boo,CON Romania Vca
3179,tet Boo,CON Romania Vca
3180,gam Col,CON Romania Prb
3181,kap Col,CON Romania Prb
3182,alf Col,CON Romania Prb
3183,bet Col,CON Romania Prb
3184,eps Col,CON Romania Prb
3185,k Aqr,CON Romania Var
3186,eps Aqr,CON Romania Var
3187,mu. Aqr,CON Romania Var
3188,bet Aqr,CON Romania Var
3189,alf Aqr,CON Romania Var
3190,gam Aqr,CON Romania Var
3191,zet01 Aqr,CON Romania Var
3192,pi. Aqr,CON Romania Var
3193,eta Aqr,CON Romania Var
3194,lam Aqr,CON Romania Var
3195,chi Aqr,CON Romania Var
3196,psi02 Aqr,CON Romania Var
3197,HD 223807,CON Romania Var
3198,HD 223774,CON Romania Var
3199,104 Aqr,CON Romania Var
3200,b01 Aqr,CON Romania Var
3201,del Aqr,CON Romania Var
3202,tau Aqr,CON Romania Var
3203,iot Aqr,CON Romania Var
3204,rho Aqr,CON Romania Var
3205,i03 Aqr,CON Romania Var
3206,i02 Aqr A,CON Romania Var
3207,ksi01 Cet,CON Romania Chi
3208,ksi02 Cet,CON Romania Chi
3209,mu. Cet,CON Romania Chi
3210,lam Cet,CON Romania Chi
3211,alf Cet,CON Romania Chi
3212,gam Cet,CON Romania Chi
3213,nu. Cet,CON Romania Chi
3214,del Cet,CON Romania Chi
3215,67 Cet,CON Romania Chi
3216,zet Cet,CON Romania Chi
3217,rho Cet,CON Romania Chi
3218,eps Cet,CON Romania Chi
3219,pi. Cet,CON Romania Chi
3220,sig Cet,CON Romania Chi
3221,tet Cet,CON Romania Chi
3222,eta Cet,CON Romania Chi
3223,tau Cet,CON Romania Chi
3224,V BK Cet,CON Romania Chi
3225,bet Cet,CON Romania Chi
3226,iot Cet,CON Romania Chi
3227,gam Ori,CON Romania Rar
3228,del Ori,CON Romania Rar
3229,eps Ori,CON Romania Rar
3230,zet Ori,CON Romania Rar
3231,kap Ori,CON Romania Rar
3232,bet Ori,CON Romania Rar
3233,c Ori,CON Romania Sec
3234,tet02 Ori A,CON Romania Sec
3235,HD  36960,CON Romania Sec
3236,ups Ori,CON Romania Sec
3237,e Ori,CON Romania Sec
3238,tau Ori,CON Romania Sec
3239,zet Ori,CON Romania Sfm
3240,eps Ori,CON Romania Sfm
3241,del Ori,CON Romania Sfm
3242,bet Ori,CON Romania Sfm
3243,alf Tau,CON Romania Tau
3244,tet02 Tau,CON Romania Tau
3245,gam Tau,CON Romania Tau
3246,del Tau,CON Romania Tau
3247,eps Tau,CON Romania Tau
3248,tau Her,CON Romania Omu
3249,sig Her,CON Romania Omu
3250,eta Her,CON Romania Omu
3251,pi. Her,CON Romania Omu
3252,e Her,CON Romania Omu
3253,rho Her,CON Romania Omu
3254,tet Her,CON Romania Omu
3255,iot Her,CON Romania Omu
3256,zet Her,CON Romania Omu
3257,eps Her,CON Romania Omu
3258,bet Her,CON Romania Omu
3259,gam Her,CON Romania Omu
3260,lam Her,CON Romania Omu
3261,mu. Her,CON Romania Omu
3262,ksi Her,CON Romania Omu
3263,omi Her,CON Romania Omu
3264,100 Her B,CON Romania Omu
3265,V V831 Her,CON Romania Omu
3266,pi. Ser,CON Romania Sar
3267,rho Ser,CON Romania Sar
3268,iot Ser,CON Romania Sar
3269,kap Ser,CON Romania Sar
3270,gam Ser,CON Romania Sar
3271,bet Ser,CON Romania Sar
3272,del Ser,CON Romania Sar
3273,alf Ser,CON Romania Sar
3274,eps Ser,CON Romania Sar
3275,del Oph,CON Romania Sar
3276,eps Oph,CON Romania Sar
3277,zet Oph,CON Romania Sar
3278,eta Oph,CON Romania Sar
3279,c Oph,CON Romania Sar
3280,ksi Ser,CON Romania Sar
3281,nu. Oph,CON Romania Sar
3282,eta Ser,CON Romania Sar
3283,tet01 Ser,CON Romania Sar
3284,72 Oph,CON Romania Sar
3285,alf Oph,CON Romania Sar
3286,kap Oph,CON Romania Sar
3287,lam Oph,CON Romania Sar
3288,bet Oph,CON Romania Sar
3289,sig Oph,CON Romania Sar
3290,gam Oph,CON Romania Sar
3291,67 Oph,CON Romania Sar
3292,68 Oph,CON Romania Sar
3293,70 Oph,CON Romania Sar
3294,66 Oph,CON Romania Sar
3295,f Lup,CON Romania Sco
3296,ups Lib,CON Romania Sco
3297,tau Lib,CON Romania Sco
3298,rho Sco,CON Romania Sco
3299,pi. Sco,CON Romania Sco
3300,del Sco,CON Romania Sco
3301,bet01 Sco,CON Romania Sco
3302,alf Sco,CON Romania Sco
3303,tau Sco,CON Romania Sco
3304,eps Sco,CON Romania Sco
3305,mu.01 Sco,CON Romania Sco
3306,zet Per,CON Romania Bar
3307,ksi Per,CON Romania Bar
3308,eps Per,CON Romania Bar
3309,omi Per,CON Romania Bar
3310,alf Per,CON Romania Bar
3311,gam Per,CON Romania Bar
3312,eta Per,CON Romania Bar
3313,tau Per,CON Romania Bar
3314,tet Per,CON Romania Bar
3315,iot Per,CON Romania Bar
3316,kap Per,CON Romania Bar
3317,bet Per,CON Romania Bar
3318,rho Per,CON Romania Bar
3319,16 Per,CON Romania Bar
3320,phi Sgr,CON Romania Arc
3321,eps Sgr,CON Romania Arc
3322,del Sgr,CON Romania Arc
3323,lam Sgr,CON Romania Arc
3324,sig Sgr,CON Romania Arc
3325,28 Sgr,CON Romania Arc
3326,ksi02 Sgr,CON Romania Arc
3327,omi Sgr,CON Romania Arc
3328,pi. Sgr,CON Romania Arc
3329,d Sgr,CON Romania Arc
3330,rho01 Sgr,CON Romania Arc
3331,zet Ori,CON Romania Trf
3332,eps Ori,CON Romania Trf
3333,del Ori,CON Romania Trf
3334,alf UMi,CON Ruelle UMi
3335,del UMi,CON Ruelle UMi
3336,eps UMi,CON Ruelle UMi
3337,zet UMi,CON Ruelle UMi
3338,eta UMi,CON Ruelle UMi
3339,gam UMi,CON Ruelle UMi
3340,bet UMi,CON Ruelle UMi
3341,lam Dra,CON Ruelle Dra
3342,kap Dra,CON Ruelle Dra
3343,alf Dra,CON Ruelle Dra
3344,iot Dra,CON Ruelle Dra
3345,tet Dra,CON Ruelle Dra
3346,eta Dra,CON Ruelle Dra
3347,zet Dra,CON Ruelle Dra
3348,ome Dra,CON Ruelle Dra
3349,phi Dra,CON Ruelle Dra
3350,del Dra,CON Ruelle Dra
3351,pi. Dra,CON Ruelle Dra
3352,omi Dra,CON Ruelle Dra
3353,ksi Dra,CON Ruelle Dra
3354,bet Dra,CON Ruelle Dra
3355,gam Dra,CON Ruelle Dra
3356,15 Dra,CON Ruelle Dra
3357,bet Cam,CON Ruelle Cam
3358,alf Cam,CON Ruelle Cam
3359,42 Cam,CON Ruelle Cam
3360,43 Cam,CON Ruelle Cam
3361,bet Cas,CON Ruelle Cas
3362,alf Cas,CON Ruelle Cas
3363,gam Cas,CON Ruelle Cas
3364,del Cas,CON Ruelle Cas
3365,eps Cas,CON Ruelle Cas
3366,kap Cas,CON Ruelle Cas
3367,zet Cas,CON Ruelle Cas
3368,tet Cas,CON Ruelle Cas
3369,eta Cep,CON Ruelle Cep
3370,alf Cep,CON Ruelle Cep
3371,bet Cep,CON Ruelle Cep
3372,iot Cep,CON Ruelle Cep
3373,gam Cep,CON Ruelle Cep
3374,del Cep,CON Ruelle Cep
3375,del UMa,CON Ruelle UMa
3376,alf UMa,CON Ruelle UMa
3377,bet UMa,CON Ruelle UMa
3378,gam UMa,CON Ruelle UMa
3379,eps UMa,CON Ruelle UMa
3380,zet01 UMa,CON Ruelle UMa
3381,eta UMa,CON Ruelle UMa
3382,ups UMa,CON Ruelle UMa
3383,h UMa,CON Ruelle UMa
3384,tet UMa,CON Ruelle UMa
3385,kap UMa,CON Ruelle UMa
3386,iot UMa,CON Ruelle UMa
3387,chi UMa,CON Ruelle UMa
3388,psi UMa,CON Ruelle UMa
3389,mu. UMa,CON Ruelle UMa
3390,lam UMa,CON Ruelle UMa
3391,10 LMi,CON Ruelle Lyn
3392,alf Lyn,CON Ruelle Lyn
3393,38 Lyn,CON Ruelle Lyn
3394,10 UMa,CON Ruelle Lyn
3395,2 Lyn,CON Ruelle Lyn
3396,alf Gem,CON Ruelle Gem
3397,eps Gem,CON Ruelle Gem
3398,mu. Gem,CON Ruelle Gem
3399,nu. Gem,CON Ruelle Gem
3400,gam Gem,CON Ruelle Gem
3401,zet Gem,CON Ruelle Gem
3402,del Gem,CON Ruelle Gem
3403,bet Gem,CON Ruelle Gem
3404,alf Aur,CON Ruelle Aur
3405,bet Aur,CON Ruelle Aur
3406,tet Aur,CON Ruelle Aur
3407,iot Aur,CON Ruelle Aur
3408,eps Aur,CON Ruelle Aur
3409,eta Aur,CON Ruelle Aur
3410,zet Aur,CON Ruelle Aur
3411,del Aur,CON Ruelle Aur
3412,ksi Aur,CON Ruelle Aur
3413,alf CMi,CON Ruelle CMi
3414,bet CMi,CON Ruelle CMi
3415,alf Cnc,CON Ruelle Cnc
3416,del Cnc,CON Ruelle Cnc
3417,bet Cnc,CON Ruelle Cnc
3418,gam Cnc,CON Ruelle Cnc
3419,45 Cnc,CON Ruelle Cnc
3420,chi Cnc,CON Ruelle Cnc
3421,gam Per,CON Ruelle Per
3422,alf Per,CON Ruelle Per
3423,bet Per,CON Ruelle Per
3424,tet Per,CON Ruelle Per
3425,del Per,CON Ruelle Per
3426,eps Per,CON Ruelle Per
3427,zet Per,CON Ruelle Per
3428,rho Per,CON Ruelle Per
3429,pi. Per,CON Ruelle Per
3430,mu. Per,CON Ruelle Per
3431,lam Per,CON Ruelle Per
3432,alf Tri,CON Ruelle Tri
3433,bet Tri,CON Ruelle Tri
3434,gam Tri,CON Ruelle Tri
3435,gam01 Ari,CON Ruelle Ari
3436,bet Ari,CON Ruelle Ari
3437,alf Ari,CON Ruelle Ari
3438,del Ari,CON Ruelle Ari
3439,35 Ari,CON Ruelle MuB
3440,39 Ari,CON Ruelle MuB
3441,41 Ari,CON Ruelle MuB
3442,5 Lac,CON Ruelle Lac
3443,alf Lac,CON Ruelle Lac
3444,1 Lac,CON Ruelle Lac
3445,gam01 And,CON Ruelle And
3446,ups And,CON Ruelle And
3447,bet And,CON Ruelle And
3448,del And,CON Ruelle And
3449,alf And,CON Ruelle And
3450,omi And,CON Ruelle And
3451,eps And,CON Ruelle And
3452,zet And,CON Ruelle And
3453,mu. And,CON Ruelle And
3454,nu. And,CON Ruelle And
3455,lam And,CON Ruelle And
3456,kap And,CON Ruelle And
3457,iot And,CON Ruelle And
3458,alf And,CON Ruelle Peg
3459,bet Peg,CON Ruelle Peg
3460,alf Peg,CON Ruelle Peg
3461,gam Peg,CON Ruelle Peg
3462,eps Peg,CON Ruelle Peg
3463,tet Peg,CON Ruelle Peg
3464,42 Peg,CON Ruelle Peg
3465,eta Peg,CON Ruelle Peg
3466,mu. Peg,CON Ruelle Peg
3467,lam Peg,CON Ruelle Peg
3468,iot Peg,CON Ruelle Peg
3469,kap Peg,CON Ruelle Peg
3470,alf And,CON Ruelle Peg_eq
3471,bet Peg,CON Ruelle Peg_eq
3472,alf Peg,CON Ruelle Peg_eq
3473,gam Peg,CON Ruelle Peg_eq
3474,42 Peg,CON Ruelle Peg_eq
3475,eps Peg,CON Ruelle Peg_eq
3476,eta Peg,CON Ruelle Peg_eq
3477,1 Peg,CON Ruelle Peg_eq
3478,kap Peg,CON Ruelle Peg_eq
3479,iot Peg,CON Ruelle Peg_eq
3480,lam Peg,CON Ruelle Peg_eq
3481,mu. Peg,CON Ruelle Peg_eq
3482,alf Lyr,CON Ruelle Lyr
3483,bet Lyr,CON Ruelle Lyr
3484,gam Lyr,CON Ruelle Lyr
3485,del02 Lyr,CON Ruelle Lyr
3486,eps Del,CON Ruelle Del
3487,bet Del,CON Ruelle Del
3488,alf Del,CON Ruelle Del
3489,gam02 Del,CON Ruelle Del
3490,del Del,CON Ruelle Del
3491,alf Equ,CON Ruelle Equ
3492,bet Equ,CON Ruelle Equ
3493,del Equ,CON Ruelle Equ
3494,gam Equ,CON Ruelle Equ
3495,alf Cyg,CON Ruelle Cyg
3496,gam Cyg,CON Ruelle Cyg
3497,bet Cyg A,CON Ruelle Cyg
3498,del Cyg,CON Ruelle Cyg
3499,zet Cyg,CON Ruelle Cyg
3500,mu. Cyg,CON Ruelle Cyg
3501,omi02 Cyg,CON Ruelle Cyg
3502,tet Cyg,CON Ruelle Cyg
3503,kap Cyg,CON Ruelle Cyg
3504,ksi Cyg,CON Ruelle Cyg
3505,nu. Cyg,CON Ruelle Cyg
3506,lam Cyg,CON Ruelle Cyg
3507,eps Cyg,CON Ruelle Cyg
3508,41 Cyg,CON Ruelle Cyg
3509,tau Cyg,CON Ruelle Cyg
3510,rho Cyg,CON Ruelle Cyg
3511,pi.02 Cyg,CON Ruelle Cyg
3512,alf Vul,CON Ruelle Vul
3513,13 Vul A,CON Ruelle Vul
3514,23 Vul,CON Ruelle Vul
3515,15 Vul,CON Ruelle Vul
3516,HD 192685,CON Ruelle Vul
3517,gam Sge,CON Ruelle Sge
3518,del Sge,CON Ruelle Sge
3519,alf Sge,CON Ruelle Sge
3520,bet Sge,CON Ruelle Sge
3521,alf Her,CON Ruelle Her
3522,eps Her,CON Ruelle Her
3523,eta Her,CON Ruelle Her
3524,sig Her,CON Ruelle Her
3525,tau Her,CON Ruelle Her
3526,zet Her,CON Ruelle Her
3527,bet Her,CON Ruelle Her
3528,gam Her,CON Ruelle Her
3529,pi. Her,CON Ruelle Her
3530,rho Her,CON Ruelle Her
3531,tet Her,CON Ruelle Her
3532,ksi Her,CON Ruelle Her
3533,mu. Her,CON Ruelle Her
3534,del Her,CON Ruelle Her
3535,iot Her,CON Ruelle Her
3536,ksi Her,CON Ruelle Cer
3537,omi Her,CON Ruelle Cer
3538,95 Her A,CON Ruelle Cer
3539,109 Her,CON Ruelle Cer
3540,110 Her,CON Ruelle Cer
3541,bet CrB,CON Ruelle CrB
3542,alf CrB,CON Ruelle CrB
3543,gam CrB A,CON Ruelle CrB
3544,del CrB,CON Ruelle CrB
3545,eps CrB,CON Ruelle CrB
3546,eps Ser,CON Ruelle Ser
3547,alf Ser,CON Ruelle Ser
3548,lam Ser,CON Ruelle Ser
3549,del Ser,CON Ruelle Ser
3550,bet Ser,CON Ruelle Ser
3551,gam Ser,CON Ruelle Ser
3552,kap Ser,CON Ruelle Ser
3553,iot Ser,CON Ruelle Ser
3554,rho Ser,CON Ruelle Ser
3555,alf Boo,CON Ruelle Boo
3556,eps Boo,CON Ruelle Boo
3557,del Boo,CON Ruelle Boo
3558,bet Boo,CON Ruelle Boo
3559,gam Boo,CON Ruelle Boo
3560,rho Boo,CON Ruelle Boo
3561,ksi Boo,CON Ruelle Boo
3562,pi.01 Boo,CON Ruelle Boo
3563,zet Boo,CON Ruelle Boo
3564,eta Boo,CON Ruelle Boo
3565,tau Boo,CON Ruelle Boo
3566,ups Boo,CON Ruelle Boo
3567,mu.01 Boo,CON Ruelle Boo
3568,7 CrB A,CON Ruelle Boo
3569,lam Boo,CON Ruelle Boo
3570,tet Boo,CON Ruelle Boo
3571,alf02 CVn,CON Ruelle CVn
3572,bet CVn,CON Ruelle CVn
3573,alf Com,CON Ruelle Com
3574,35 Com,CON Ruelle Com
3575,bet Com,CON Ruelle Com
3576,gam Com,CON Ruelle Com
3577,14 Com,CON Ruelle Com
3578,16 Com,CON Ruelle Com
3579,17 Com,CON Ruelle Com
3580,18 Com,CON Ruelle Com
3581,23 Com,CON Ruelle Com
3582,27 Com,CON Ruelle Com
3583,70 Vir,CON Ruelle Com
3584,bet Aql,CON Ruelle Aql
3585,alf Aql,CON Ruelle Aql
3586,gam Aql,CON Ruelle Aql
3587,eta Aql,CON Ruelle Aql2
3588,tet Aql,CON Ruelle Aql2
3589,l Aql,CON Ruelle Aql2
3590,del Aql,CON Ruelle Aql2
3591,zet Aql,CON Ruelle Aql2
3592,eps Aql,CON Ruelle Aql2
3593,iot Aql,CON Ruelle Aql2
3594,lam Aql,CON Ruelle Aql2
3595,kap Aql,CON Ruelle Aql2
3596,i Aql,CON Ruelle Sct
3597,bet Sct,CON Ruelle Sct
3598,alf Sct,CON Ruelle Sct
3599,alf Psc,CON Ruelle Psc
3600,zet Psc A,CON Ruelle Psc
3601,eta Psc,CON Ruelle Psc
3602,eps Psc,CON Ruelle Psc
3603,del Psc,CON Ruelle Psc
3604,alf PsA,CON Ruelle PsA
3605,eps PsA,CON Ruelle PsA
3606,bet PsA,CON Ruelle PsA
3607,mu. PsA,CON Ruelle PsA
3608,iot PsA,CON Ruelle PsA
3609,tet PsA,CON Ruelle PsA
3610,bet Aqr,CON Ruelle Aqr
3611,alf Aqr,CON Ruelle Aqr
3612,gam Aqr,CON Ruelle Aqr
3613,zet01 Aqr,CON Ruelle Aqr
3614,eta Aqr,CON Ruelle Aqr
3615,del Aqr,CON Ruelle Aqr
3616,c02 Aqr,CON Ruelle Aqr
3617,lam Aqr,CON Ruelle Aqr
3618,iot Aqr,CON Ruelle Aqr
3619,ksi Aqr,CON Ruelle Aqr
3620,tet Aqr,CON Ruelle Aqr
3621,nu. Cap,CON Ruelle Cap
3622,alf02 Cap,CON Ruelle Cap
3623,bet01 Cap,CON Ruelle Cap
3624,del Cap,CON Ruelle Cap
3625,gam Cap,CON Ruelle Cap
3626,eps Cap,CON Ruelle Cap
3627,eps Sgr,CON Ruelle Sgr
3628,gam02 Sgr,CON Ruelle Sgr
3629,del Sgr,CON Ruelle Sgr
3630,zet Sgr,CON Ruelle Sgr
3631,lam Sgr,CON Ruelle Sgr
3632,mu. Sgr,CON Ruelle Sgr
3633,pi. Sgr,CON Ruelle Sgr
3634,omi Sgr,CON Ruelle Sgr
3635,sig Sgr,CON Ruelle Sgr
3636,tau Sgr,CON Ruelle Sgr
3637,eps Sgr,CON Ruelle Sgr_eq
3638,gam02 Sgr,CON Ruelle Sgr_eq
3639,del Sgr,CON Ruelle Sgr_eq
3640,zet Sgr,CON Ruelle Sgr_eq
3641,sig Sgr,CON Ruelle Sgr_eq
3642,lam Sgr,CON Ruelle Sgr_eq
3643,mu. Sgr,CON Ruelle Sgr_eq
3644,pi. Sgr,CON Ruelle Sgr_eq
3645,omi Sgr,CON Ruelle Sgr_eq
3646,tau Sgr,CON Ruelle Sgr_eq
3647,ups Sco,CON Ruelle Sco
3648,lam Sco,CON Ruelle Sco
3649,kap Sco,CON Ruelle Sco
3650,iot01 Sco,CON Ruelle Sco
3651,tet Sco,CON Ruelle Sco
3652,eta Sco,CON Ruelle Sco
3653,zet02 Sco,CON Ruelle Sco
3654,mu.01 Sco,CON Ruelle Sco
3655,eps Sco,CON Ruelle Sco
3656,tau Sco,CON Ruelle Sco
3657,alf Sco,CON Ruelle Sco
3658,pi. Sco,CON Ruelle Sco
3659,del Sco,CON Ruelle Sco
3660,bet01 Sco,CON Ruelle Sco
3661,rho Sco,CON Ruelle Sco
3662,alf02 Lib,CON Ruelle Lib
3663,sig Lib,CON Ruelle Lib
3664,iot Lib,CON Ruelle Lib
3665,bet Lib,CON Ruelle Lib
3666,eps Lib,CON Ruelle Lib
3667,gam Lib,CON Ruelle Lib
3668,eta Lib,CON Ruelle Lib
3669,tet Lib,CON Ruelle Lib
3670,48 Lib,CON Ruelle Lib
3671,kap Lib,CON Ruelle Lib
3672,41 Lib,CON Ruelle Lib
3673,zet04 Lib,CON Ruelle Lib
3674,alf Crv,CON Ruelle Crv
3675,bet Crv,CON Ruelle Crv
3676,del Crv,CON Ruelle Crv
3677,gam Crv,CON Ruelle Crv
3678,eps Crv,CON Ruelle Crv
3679,alf Crt,CON Ruelle Crt
3680,bet Crt,CON Ruelle Crt
3681,del Crt,CON Ruelle Crt
3682,gam Crt,CON Ruelle Crt
3683,tet Crt,CON Ruelle Crt
3684,eps Crt,CON Ruelle Crt
3685,eta Crt,CON Ruelle Crt
3686,zet Crt,CON Ruelle Crt
3687,alf Cen A,CON Ruelle Cen
3688,bet Cen,CON Ruelle Cen
3689,eps Cen,CON Ruelle Cen
3690,zet Cen,CON Ruelle Cen
3691,eta Cen,CON Ruelle Cen
3692,nu. Cen,CON Ruelle Cen
3693,tet Cen,CON Ruelle Cen
3694,iot Cen,CON Ruelle Cen
3695,gam Cen,CON Ruelle Cen
3696,del Cen,CON Ruelle Cen
3697,lam Cen,CON Ruelle Cen
3698,alf Col,CON Ruelle Col
3699,bet Col,CON Ruelle Col
3700,del Col,CON Ruelle Col
3701,alf Lep,CON Ruelle Lep
3702,bet Lep,CON Ruelle Lep
3703,gam Lep,CON Ruelle Lep
3704,del Lep,CON Ruelle Lep
3705,mu. Lep,CON Ruelle Lep
3706,eps Lep,CON Ruelle Lep
3707,zet Lep,CON Ruelle Lep
3708,bet CMa,CON Ruelle CMa
3709,alf CMa,CON Ruelle CMa
3710,iot CMa,CON Ruelle CMa
3711,gam CMa,CON Ruelle CMa
3712,tet CMa,CON Ruelle CMa
3713,zet CMa,CON Ruelle CMa
3714,eps CMa,CON Ruelle CMa
3715,del CMa,CON Ruelle CMa
3716,eta CMa,CON Ruelle CMa
3717,bet CMa,CON Ruelle CMa_eq
3718,alf CMa,CON Ruelle CMa_eq
3719,gam CMa,CON Ruelle CMa_eq
3720,tet CMa,CON Ruelle CMa_eq
3721,iot CMa,CON Ruelle CMa_eq
3722,zet CMa,CON Ruelle CMa_eq
3723,eps CMa,CON Ruelle CMa_eq
3724,del CMa,CON Ruelle CMa_eq
3725,eta CMa,CON Ruelle CMa_eq
3726,zet Ori,CON Ruelle Ori
3727,eps Ori,CON Ruelle Ori
3728,del Ori,CON Ruelle Ori
3729,eta Ori,CON Ruelle Ori
3730,alf Ori,CON Ruelle Ori
3731,gam Ori,CON Ruelle Ori
3732,kap Ori,CON Ruelle Ori
3733,bet Ori,CON Ruelle Ori
3734,lam Eri,CON Ruelle Ori
3735,mu. Ori,CON Ruelle Ori
3736,lam Ori,CON Ruelle Ori
3737,pi.03 Ori,CON Ruelle Ori
3738,pi.05 Ori,CON Ruelle Ori
3739,pi.02 Ori,CON Ruelle Ori
3740,pi.01 Ori,CON Ruelle Ori
3741,zet Tau,CON Ruelle Tau
3742,bet Tau,CON Ruelle Tau
3743,132 Tau,CON Ruelle Tau
3744,alf Tau,CON Ruelle Tau
3745,tet02 Tau,CON Ruelle Tau
3746,gam Tau,CON Ruelle Tau
3747,del Tau,CON Ruelle Tau
3748,eps Tau,CON Ruelle Tau
3749,eta Tau,CON Ruelle Tau
3750,lam Tau,CON Ruelle Tau
3751,nu. Tau,CON Ruelle Tau
3752,mu. Tau,CON Ruelle Tau
3753,ksi Tau,CON Ruelle Tau
3754,omi Tau,CON Ruelle Tau
3755,lam Leo,CON Ruelle Leo
3756,eps Leo,CON Ruelle Leo
3757,kap Leo,CON Ruelle Leo
3758,gam01 Leo,CON Ruelle Leo
3759,zet Leo,CON Ruelle Leo
3760,30 LMi,CON Ruelle Leo
3761,mu. Leo,CON Ruelle Leo
3762,37 LMi,CON Ruelle Leo
3763,46 LMi,CON Ruelle Leo
3764,bet LMi,CON Ruelle Leo
3765,21 LMi,CON Ruelle Leo
